brand,model,year,mileage_km,price_rub,city,fuel_type,transmission,body_type,color,engine_volume_l,owners_count
Kia,Rio,2021,60377,710000,Санкт-Петербург,Электро,Автомат,Седан,Черный,2.0,1
Hyundai,Tucson,2024,15617,710000,Новосибирск,Дизель,Автомат,Седан,Серебристый,2.0,2
Kia,Cerato,2023,53606,710000,Нижний Новгород,Дизель,Вариатор,Хэтчбек,Красный,3.4,2
Hyundai,Elantra,2021,33176,710000,Самара,Гибрид,Робот,Кроссовер,Серебристый,2.7,2
Volkswagen,Golf,2019,139433,710000,Уфа,Бензин,Вариатор,Седан,Серебристый,3.0,2
Mercedes-Benz,S-Class,2016,101537,710000,Омск,Дизель,Робот,Внедорожник,Белый,1.9,1
Audi,A3,2017,156413,710000,Самара,Бензин,Механика,Седан,Белый,2.1,1
Hyundai,Solaris,2021,67349,710000,Екатеринбург,Электро,Автомат,Универсал,Синий,3.1,1
Toyota,Highlander,2020,29050,710000,Пермь,Дизель,Автомат,Внедорожник,Серый,3.1,2
Hyundai,Solaris,2023,5852,710000,Воронеж,Электро,Робот,Седан,Синий,2.5,3
Nissan,Juke,2023,36048,710000,Ростов-на-Дону,Бензин,Автомат,Универсал,Белый,1.3,1
Volkswagen,Jetta,2019,119267,710000,Нижний Новгород,Дизель,Автомат,Кроссовер,Красный,2.8,3
Volkswagen,Tiguan,2022,31317,710000,Воронеж,Дизель,Механика,Внедорожник,Серый,1.5,3
Toyota,Highlander,2022,46493,710000,Уфа,Электро,Механика,Седан,Черный,2.6,2
Mazda,CX-9,2019,61754,710000,Красноярск,Бензин,Робот,Кроссовер,Красный,3.5,2
Mazda,6,2020,44152,710000,Екатеринбург,Дизель,Автомат,Хэтчбек,Серебристый,2.7,2
Nissan,Qashqai,2020,76288,710000,Казань,Бензин,Робот,Хэтчбек,Белый,2.1,2
BMW,5 Series,2018,180901,710000,Ростов-на-Дону,Электро,Механика,Кроссовер,Серый,2.8,3
Nissan,Qashqai,2022,66491,710000,Уфа,Бензин,Вариатор,Хэтчбек,Синий,2.6,2
Nissan,Juke,2021,116571,710000,Екатеринбург,Дизель,Вариатор,Универсал,Черный,3.4,3
Lada,4x4,2024,1000,700000,Екатеринбург,Электро,Робот,Седан,Серебристый,2.3,4
Lada,Granta,2024,34351,700000,Омск,Гибрид,Автомат,Внедорожник,Синий,1.3,2
Kia,Sportage,2020,139497,700000,Уфа,Электро,Автомат,Хэтчбек,Красный,3.1,3
Hyundai,Elantra,2024,15075,700000,Санкт-Петербург,Гибрид,Механика,Кроссовер,Черный,3.1,4
Kia,Cerato,2022,37740,700000,Омск,Дизель,Робот,Кроссовер,Черный,2.1,4
Volkswagen,Jetta,2020,105620,700000,Москва,Гибрид,Вариатор,Кроссовер,Синий,3.0,3
Volkswagen,Passat,2022,64302,700000,Ростов-на-Дону,Дизель,Робот,Кроссовер,Серебристый,2.7,4
Kia,Rio,2023,42011,700000,Казань,Бензин,Вариатор,Внедорожник,Зеленый,1.3,4
Volkswagen,Passat,2021,82647,700000,Самара,Электро,Автомат,Внедорожник,Серебристый,2.5,3
Toyota,RAV4,2018,134163,700000,Пермь,Электро,Механика,Универсал,Синий,3.4,4
Volkswagen,Passat,2021,113741,700000,Воронеж,Электро,Автомат,Внедорожник,Черный,3.1,1
Mercedes-Benz,GLC,2016,141741,700000,Омск,Дизель,Робот,Седан,Черный,3.1,3
Mercedes-Benz,E-Class,2017,138735,690000,Ростов-на-Дону,Электро,Автомат,Хэтчбек,Синий,3.2,3
Mazda,3,2019,52111,690000,Уфа,Гибрид,Автомат,Седан,Серебристый,3.5,1
Hyundai,Elantra,2024,37578,690000,Пермь,Дизель,Вариатор,Универсал,Синий,1.9,1
Kia,Cerato,2024,45082,690000,Воронеж,Бензин,Вариатор,Внедорожник,Синий,2.1,1
Hyundai,Santa Fe,2024,39688,690000,Новосибирск,Электро,Робот,Кроссовер,Серый,1.9,1
BMW,7 Series,2017,138641,690000,Воронеж,Бензин,Автомат,Седан,Серый,3.3,4
Nissan,X-Trail,2020,58468,690000,Москва,Электро,Механика,Универсал,Зеленый,2.2,4
Lada,Vesta,2023,57686,690000,Санкт-Петербург,Гибрид,Автомат,Седан,Зеленый,1.9,1
Kia,Optima,2020,72181,690000,Уфа,Гибрид,Вариатор,Хэтчбек,Зеленый,2.1,4
Hyundai,Santa Fe,2022,44738,690000,Воронеж,Дизель,Робот,Кроссовер,Черный,2.9,4
Volkswagen,Tiguan,2020,91824,690000,Омск,Гибрид,Вариатор,Кроссовер,Серый,2.0,4
Toyota,Corolla,2021,57195,690000,Санкт-Петербург,Дизель,Механика,Внедорожник,Белый,3.3,1
Toyota,RAV4,2020,121915,690000,Пермь,Электро,Автомат,Универсал,Черный,3.3,1
BMW,X3,2017,99203,690000,Красноярск,Бензин,Механика,Внедорожник,Серебристый,1.3,1
Mercedes-Benz,C-Class,2018,112573,690000,Самара,Гибрид,Робот,Хэтчбек,Серебристый,1.7,3
Kia,Cerato,2023,27831,690000,Ростов-на-Дону,Бензин,Вариатор,Кроссовер,Серебристый,2.3,4
Mercedes-Benz,GLC,2016,129481,680000,Нижний Новгород,Электро,Робот,Седан,Серый,2.1,1
Hyundai,Solaris,2022,41007,680000,Самара,Электро,Робот,Кроссовер,Черный,1.4,1
Volkswagen,Jetta,2021,105081,680000,Пермь,Электро,Вариатор,Универсал,Зеленый,3.1,1
Hyundai,Elantra,2020,106601,680000,Нижний Новгород,Гибрид,Механика,Кроссовер,Синий,2.9,2
Kia,Sportage,2024,3060,680000,Самара,Бензин,Механика,Универсал,Красный,3.2,3
Nissan,Qashqai,2023,42751,680000,Москва,Дизель,Механика,Седан,Черный,1.4,3
Volkswagen,Jetta,2020,73713,680000,Красноярск,Электро,Механика,Внедорожник,Белый,2.4,3
Toyota,Camry,2019,114476,680000,Омск,Бензин,Робот,Хэтчбек,Синий,2.9,3
Hyundai,Tucson,2020,87923,680000,Пермь,Гибрид,Механика,Седан,Серый,1.6,3
Nissan,Juke,2019,103979,680000,Красноярск,Электро,Робот,Хэтчбек,Красный,1.4,3
Hyundai,Solaris,2021,38686,680000,Волгоград,Дизель,Робот,Внедорожник,Белый,3.4,3
Audi,A4,2019,117782,680000,Волгоград,Гибрид,Автомат,Внедорожник,Серебристый,2.2,2
Lada,Kalina,2023,39817,680000,Пермь,Дизель,Механика,Внедорожник,Серый,2.1,3
Nissan,Juke,2022,61636,680000,Нижний Новгород,Гибрид,Вариатор,Универсал,Зеленый,2.2,3
Kia,Sportage,2022,61495,680000,Волгоград,Электро,Вариатор,Кроссовер,Зеленый,2.6,2
Kia,Cerato,2022,69204,680000,Воронеж,Гибрид,Механика,Универсал,Зеленый,3.5,4
Mazda,6,2022,42876,670000,Ростов-на-Дону,Дизель,Робот,Универсал,Зеленый,3.1,3
Mazda,CX-5,2022,64546,670000,Нижний Новгород,Электро,Вариатор,Универсал,Серебристый,2.2,3
BMW,5 Series,2016,162926,670000,Уфа,Электро,Робот,Седан,Синий,2.5,2
Mercedes-Benz,E-Class,2018,140687,670000,Новосибирск,Бензин,Робот,Седан,Красный,2.6,2
Hyundai,Tucson,2021,92182,670000,Челябинск,Электро,Автомат,Универсал,Синий,1.6,3
Kia,Sorento,2024,25149,670000,Омск,Дизель,Механика,Кроссовер,Зеленый,2.1,1
Mazda,CX-3,2021,67563,670000,Пермь,Электро,Робот,Кроссовер,Серебристый,3.2,2
Nissan,Juke,2019,90016,670000,Ростов-на-Дону,Электро,Механика,Кроссовер,Синий,3.1,4
Nissan,Almera,2019,106302,670000,Воронеж,Бензин,Робот,Хэтчбек,Красный,3.3,1
Volkswagen,Jetta,2019,98428,670000,Нижний Новгород,Гибрид,Автомат,Кроссовер,Серебристый,1.4,3
Mercedes-Benz,C-Class,2018,128376,670000,Санкт-Петербург,Гибрид,Вариатор,Седан,Серый,1.4,1
Hyundai,Creta,2022,28715,670000,Пермь,Электро,Механика,Кроссовер,Зеленый,2.8,2
Audi,Q5,2017,191058,670000,Нижний Новгород,Бензин,Робот,Кроссовер,Черный,3.4,1
Kia,Sportage,2020,76818,670000,Москва,Бензин,Автомат,Хэтчбек,Зеленый,1.2,2
Volkswagen,Polo,2022,82968,670000,Санкт-Петербург,Дизель,Автомат,Универсал,Красный,1.3,2
Nissan,X-Trail,2019,72477,670000,Самара,Гибрид,Автомат,Хэтчбек,Черный,3.1,2
BMW,X3,2017,176629,670000,Санкт-Петербург,Дизель,Вариатор,Седан,Серый,1.9,4
Mercedes-Benz,E-Class,2018,76379,670000,Омск,Гибрид,Вариатор,Универсал,Зеленый,1.6,2
Mazda,CX-3,2021,66985,670000,Санкт-Петербург,Дизель,Механика,Универсал,Белый,2.1,4
Toyota,RAV4,2018,98170,670000,Казань,Электро,Автомат,Седан,Красный,2.7,2
Toyota,Land Cruiser,2020,82294,670000,Санкт-Петербург,Гибрид,Автомат,Кроссовер,Синий,1.2,3
Nissan,Juke,2019,158651,670000,Воронеж,Гибрид,Робот,Хэтчбек,Серый,3.4,4
Audi,A4,2017,140026,670000,Уфа,Гибрид,Механика,Хэтчбек,Серебристый,2.5,3
BMW,5 Series,2018,96607,670000,Омск,Дизель,Автомат,Кроссовер,Синий,2.5,1
Mazda,CX-5,2022,5393,670000,Екатеринбург,Дизель,Автомат,Хэтчбек,Черный,2.8,2
Toyota,RAV4,2019,121893,670000,Уфа,Гибрид,Механика,Кроссовер,Зеленый,3.2,2
Mazda,CX-3,2022,56233,660000,Омск,Гибрид,Вариатор,Кроссовер,Белый,3.5,4
Mazda,CX-3,2018,114116,660000,Волгоград,Гибрид,Вариатор,Кроссовер,Черный,2.2,4
Nissan,X-Trail,2023,10292,660000,Екатеринбург,Бензин,Вариатор,Внедорожник,Серебристый,1.9,4
Nissan,Murano,2023,56058,660000,Омск,Дизель,Механика,Универсал,Синий,2.4,2
Volkswagen,Tiguan,2018,172680,660000,Нижний Новгород,Электро,Автомат,Седан,Синий,2.1,2
Volkswagen,Golf,2021,49393,660000,Омск,Гибрид,Робот,Внедорожник,Серебристый,2.4,3
Volkswagen,Jetta,2020,63201,660000,Пермь,Дизель,Механика,Универсал,Синий,3.1,1
Lada,Vesta,2023,20558,660000,Казань,Электро,Робот,Внедорожник,Зеленый,3.2,1
Volkswagen,Jetta,2019,86361,660000,Москва,Бензин,Вариатор,Универсал,Зеленый,2.2,1
Kia,Optima,2023,73163,660000,Екатеринбург,Бензин,Автомат,Внедорожник,Серый,1.8,1
Hyundai,Solaris,2024,43380,660000,Новосибирск,Дизель,Автомат,Седан,Красный,2.0,4
Mercedes-Benz,E-Class,2018,147346,660000,Москва,Гибрид,Робот,Внедорожник,Серебристый,3.4,3
Audi,Q5,2017,124054,660000,Казань,Электро,Автомат,Кроссовер,Черный,1.3,4
Mercedes-Benz,S-Class,2016,185307,660000,Москва,Гибрид,Механика,Хэтчбек,Серебристый,2.6,4
BMW,X5,2016,91593,660000,Самара,Электро,Автомат,Универсал,Черный,3.1,1
Kia,Cerato,2021,88572,660000,Самара,Гибрид,Вариатор,Кроссовер,Синий,1.3,2
Volkswagen,Tiguan,2021,49765,660000,Омск,Гибрид,Вариатор,Универсал,Черный,2.0,2
Toyota,Camry,2020,71836,660000,Уфа,Гибрид,Робот,Внедорожник,Серый,2.9,2
Mazda,CX-9,2019,84517,660000,Воронеж,Бензин,Автомат,Универсал,Зеленый,1.9,3
Volkswagen,Passat,2022,44603,650000,Ростов-на-Дону,Бензин,Робот,Седан,Белый,2.8,2
Lada,Granta,2024,7258,650000,Новосибирск,Дизель,Вариатор,Универсал,Зеленый,3.3,3
Volkswagen,Passat,2021,66307,650000,Санкт-Петербург,Электро,Вариатор,Универсал,Красный,2.3,1
Hyundai,Santa Fe,2019,75868,650000,Санкт-Петербург,Дизель,Автомат,Универсал,Синий,1.4,2
Mazda,CX-5,2019,161035,650000,Екатеринбург,Бензин,Автомат,Внедорожник,Белый,1.8,4
Nissan,Almera,2019,73360,650000,Казань,Бензин,Вариатор,Универсал,Синий,2.4,2
Volkswagen,Polo,2022,56955,650000,Казань,Электро,Механика,Седан,Серебристый,1.6,3
Mercedes-Benz,C-Class,2017,72043,650000,Омск,Электро,Механика,Универсал,Белый,2.4,2
Hyundai,Elantra,2024,17661,650000,Нижний Новгород,Гибрид,Механика,Внедорожник,Зеленый,2.2,3
